ATC;Kód;GP;Názov;Doplnok;Konečná c.;ŠDL;JD
C10AX09;7139B;X;Ezetimibe Glenmark 10 mg tablety;tbl 98x10 mg (blis.PVC/Aclar/Al);23,25;10;mg
C10AX09;4414A;X;Ezetimibe Sandoz 10 mg;tbl 100x10 mg (blis.Al/Al);17,57;10;mg
C10AX09;4407A;X;Ezetimibe Sandoz 10 mg;tbl 30x10 mg (blis.Al/Al);7,27;10;mg
C10AX09;34410;X;EZETROL;tbl 30x10 mg (blis. pretl.);13,29;10;mg
C10AX09;34411;X;EZETROL;tbl 98x10 mg (blis. pretl.);42,17;10;mg
C10AX09;1480C;X;Ezoleta 10 mg tablety;tbl 30x10 mg (blis.OPA/Al/PVC/Al);7,27;10;mg
C10AX09;1485C;X;Ezoleta 10 mg tablety;tbl 98x10 mg (blis.OPA/Al/PVC/Al);17,25;10;mg
A16AB04;32646;;Fabrazyme 35 mg, prášok na infúzny koncentrát;plc ifc 1x35 mg (liek.inj.skl.);2714,74;5;mg
B02BD05;90099;;FACTOR VII NF Baxalta;plv iol  1x600 IU+1x10 ml solv. (liek.skl.+liek.skl.);282,35;6;KU
J05AB09;44367;X;Famciclovir - Teva 250 mg;tbl flm 15x250 mg (blis.PVC/PE/Aclar/Al);27,01;1500;mg
J05AB09;44423;X;Famciclovir - Teva 500 mg;tbl flm 14x500 mg (blis.PVC/PE/Aclar/Al);47,74;1500;mg
B02BD06;87240;;Fanhdi 100 IU/ml;plv iol 1x1000 IU+10 ml solv. (liek.skl.+striek.inj.napl.);394,21;500;UT
B02BD06;92698;;Fanhdi 100 IU/ml;plv iol 1x1500 IU+15 ml solv. (liek.skl.+striek.inj.napl.);716,9;500;UT
B02BD06;87238;;Fanhdi 25 IU/ml;plv iol 1x250 IU+10 ml solv. (liek.skl.+striek.inj.napl.);108,13;500;UT
B02BD06;87239;;Fanhdi 50 IU/ml;plv iol 1x500 IU+10 ml solv. (liek.skl.+.striek.inj.napl.);199,63;500;UT
L01DB03;34010;;FARMORUBICIN PFS;sol inj 1x25 ml/50 mg (liek.PP);30,22;1;mg
L02BA03;40812;;Faslodex 250 mg injekčný roztok;sol inj 1x5 ml/250 mg (striek.inj.napl.skl.+1 bezp.ihla);228,82;16,6;mg
C10AB05;33291;X;Febira 200;cps dur 30x200 mg (blis.PVC/PVDC/Al);7,88;0,2;g
C10AB05;33292;X;Febira 200;cps dur 60x200 mg (blis.PVC/PVDC/Al);14,72;0,2;g
M04AA03;4501C;X;Febuxostat Sandoz 120 mg;tbl flm 28x120 mg (blis.Al/PVC/PE/PVDC);12,75;1;DF
M04AA03;4489C;X;Febuxostat Sandoz 80 mg;tbl flm 28x80 mg (blis.Al/PVC/PE/PVDC);10,6;1;DF
B02BD03;85676;;FEIBA 25 U/ml;plv iio 1x500 U+20 ml solv.(liek.inj.skl.+prísl.);376,29;10;KU
B02BD03;85677;;FEIBA 50 U/ml;plv iio 1x1000 U+20 ml solv.(liek.inj.skl.+prísl.);727,54;10;KU
B02BD03;4567D;;FEIBA 50 U/ml;plv iio 1x500 U + 10 ml solv. (liek.inj.skl. + prísl.);417,38;10;KU
B02BD03;4568D;;FEIBA 50 U/ml;plv iio 1x500 U+10 ml solv. (liek.inj.skl.+prísl.+Baxject II Hi-Flow);425,41;10;KU
C08CA02;20317;X;Felodipin-ratiopharm  10 mg;tbl plg 30x10 mg;6,91;5;mg
C08CA02;40053;X;Felodipin-ratiopharm  5 mg;tbl plg 30x5 mg;3,41;5;mg
J02AC01;10107;X;Femgin 150 mg;cps dur 1x150 mg (blis.PVC/PVDC/Al);1,54;1;DF
J02AC01;10109;X;Femgin 150 mg;cps dur 4x150 mg (blis.PVC/PVDC/Al);2,77;1;DF
G03FB08;10204;;femoston 1/10;tbl flm 1x28 (blis.PVC/Al);7,68;1;DF
G03FB08;1746;;femoston 2/10;tbl flm 1x28 (blis.PVC/Al);6,64;1;DF
G03FA14;30109;;femoston conti;tbl flm 1x28 (blis.PVC/Al);6,69;1;DF
J07BC01;42652;;FENDRIX;sus inj 1x0,5 ml (s ihlou);54,89;0,5;ml
R06AB03;26252;X;Fenistil;gto por 1x20 ml (fľ.skl.hnedá);3,33;4;mg
C10AB05;49623;X;Fenofibrate Teva 267 mg;cps dur 30x267 mg;10,63;0,2;g
C10AB05;85488;X;Fenofix 200;cps dur 90x200 mg (blis.PVC/PVDC/Al);17,75;0,2;g
C10AB05;85485;X;Fenofix 200;cps dur 30x200 mg (blis.PVC/PVDC/Al);6,2;0,2;g
N02AB03;36314;;Fentanyl ratiopharm 100 µg/h;emp tdm 5x100 µg/1 h (vre.papier/PE/Al/surlyn);27,06;0,6;mg
N02AB03;44195;;Fentanyl ratiopharm 12 µg/h;emp tdm 5x12 µg/1 h (vre.papier/PE/Al/surlyn);6,72;0,6;mg
N02AB03;36302;;Fentanyl ratiopharm 25 µg/h;emp tdm 5x25 µg/1 h (vre.papier/PE/Al/surlyn);10,08;0,6;mg
N02AB03;36306;;Fentanyl ratiopharm 50 µg/h;emp tdm 5x50 µg/1 h (vre.papier/PE/Al/surlyn);16,53;0,6;mg
N02AB03;36310;;Fentanyl ratiopharm 75 µg/h;emp tdm 5x75 µg/1 h (vre.papier/PE/Al/surlyn);27,72;0,6;mg
N02AB03;38303;;Fentanyl Sandoz 100 µg/h matrix transdermálna náplasť;emp tdm 5x100 µg/1 h;27,03;0,6;mg
N02AB03;38291;;Fentanyl Sandoz 25 µg/h matrix transdermálna náplasť;emp tdm 5x25 µg/1 h;10,08;0,6;mg
N02AB03;38295;;Fentanyl Sandoz 50 µg/h matrix transdermálna náplasť;emp tdm  5x50 µg/1 h;16,52;0,6;mg
N02AB03;38299;;Fentanyl Sandoz 75 µg/h matrix transdermálna náplasť;emp tdm 5x75 µg/1 h;27,72;0,6;mg
B03AC01;59861;;Ferinject;sol ijf 1x10 ml/500 mg (liek.inj.skl.);99,18;0,1;g
B03AD02;51573;;Ferretab comp.;cps dur 100 (blis.Al/PVC);14,1;0,1;g
B03AD02;51550;;Ferretab comp.;cps dur 30 (blis.Al/PVC);5,25;0,1;g
N06AB08;26443;X;Fevarin 100;tbl flm 30x100 mg (blis.PVC/PVDC/Al);7,62;0,1;g
N06AB08;26440;X;Fevarin 50;tbl flm 30x50 mg (blis.PVC/PVDC/Al);5,09;0,1;g
R06AX26;46599;X;Fexofenadin Generics 120 mg;tbl flm 30x120 mg (blis.PVC/PVDC/Al);3,96;0,12;g
R06AX26;46608;X;Fexofenadin Generics 180 mg;tbl flm 30x180 mg (blis.PVC/PVDC/Al);5,19;0,12;g
A10AB05;2772C;;Fiasp 100 jednotiek/ml injekčný roztok naplnený v injekčnom pere;sol inj 10(2x5)x3 ml/300 U (pero napl.-skup.bal.);71,09;40;IU
A10AB05;2777C;;Fiasp 100 jednotiek/ml injekčný roztok v náplni;sol inj 10x3 ml/300 U (náplň skl. - Penfill);71,09;40;IU
L04AA27;4940D;X;FIMODIGO 0,5 mg;cps dur 28x1x0,5 mg (blis.OPA/Al/PVC/Al-jednotl.dáv.);836,4;0,5;mg
G04CB01;5765C;X;FINAMED;tbl flm 100x5 mg (blis.PVC/PE/PVDC/Al);24,5;5;mg
G04CB01;76418;X;Finanorm 5 mg;tbl flm 100x5 mg (blis. PVC/PVDC/Al);24,5;5;mg
G04CB01;4884;X;Finasteride Accord 5 mg filmom obalené tablety;tbl flm 90x5 mg (blis.PVC/PVDC/Al);22,05;5;mg
L04AA27;6960D;X;Fingolimod Glenmark 0,5 mg;cps dur 28x0,5 mg (blis.PVC/PE/PVDC/Al);836,4;0,5;mg
L04AA27;8580D;X;Fingolimod Mylan 0,5 mg tvrdé kapsuly;cps dur 28x0,5 mg (blis.PVC/PE/PVDC/Al);847;0,5;mg
L04AA27;5627D;X;Fingolimod STADA 0,5 mg tvrdé kapsuly;cps dur 28x0,5 mg (blis.PVC/PVDC/Al);836,4;0,5;mg
L04AA27;6403D;X;Fingolimod Zentiva 0,5 mg;cps dur 28x0,5 mg (blis.PVC/PVDC/Al);847;0,5;mg
G04CB01;37040;X;Finpros 5 mg;tbl flm 100x5 mg (blis.PVC/Al);26,9;5;mg
B06AC02;52459;;Firazyr 30 mg injekčný roztok v naplnenej injekčnej striekačke;sol inj 1x3 ml/30 mg (striek.skl.napln.);815,29;30;mg
N07XX05;86926;X;FIRDAPSE 10 mg tablety;tbl 100(10x10)x10 mg (blis.PVC/PVDC/Al);2118,1;40;mg
L02BX02;65736;;FIRMAGON 120 mg prášok a rozpúšťadlo na injekčný roztok;plv iol 2x120 mg+solv. (liek.inj.skl.+striek.inj.napl.skl.);209,53;2,7;mg
L02BX02;3856;;FIRMAGON 80 mg prášok a rozpúšťadlo na injekčný roztok;plv iol 3x80 mg +solv. (liek.inj.skl.+striek.inj.napl.skl.);402,15;2,7;mg
R06AX26;94880;X;FIXIT 120;tbl flm 30x120 mg (blis.PVC/PVDC/Al);5,9;0,12;g
R06AX26;94883;X;FIXIT 120;tbl flm 60x120 mg (blis.PVC/PVDC/Al);10,11;0,12;g
R06AX26;94887;X;FIXIT 180;tbl flm 30x180 mg (blis.PVC/PVDC/Al);7,2;0,12;g
M01AC01;49503;X;Flamexin 20 mg;tbl 20x191,2 mg (blis.PVC/PVDC/Al/PVDC);5,59;20;mg
M01AC01;49522;X;Flamexin 20 mg;tbl 30x191,2 mg (blis.PVC/PVDC/Al/PVDC);5,98;20;mg
J06BA02;45080;;Flebogamma DIF 50 mg/ml infúzny roztok;sol inf 1x10 ml/0,5 g (liek.skl.);32,96;1;g
J06BA02;45082;;Flebogamma DIF 50 mg/ml infúzny roztok;sol inf 1x100 ml/5 g (liek.skl.);248,45;1;g
J06BA02;45083;;Flebogamma DIF 50 mg/ml infúzny roztok;sol inf 1x200 ml/10 g (liek.skl.);491,56;1;g
J06BA02;45084;;Flebogamma DIF 50 mg/ml infúzny roztok;sol inf 1x400 ml/20 g (liek.skl.);1073,76;1;g
J06BA02;45081;;Flebogamma DIF 50 mg/ml infúzny roztok;sol inf 1x50 ml/2,5 g (liek.skl.);139,97;1;g
M01AB05;55700;X;Flector EP Rapid 50 mg;gra 10x50 mg (vre.papier/Al/PE);2,89;0,1;g
M01AB05;55701;X;Flector EP Rapid 50 mg;gra 20x50 mg (vre.papier/Al/PE);5,21;0,1;g
C01BC04;36590;;FLEKAINID SANDOZ 100 mg tablety;tbl 30x100 mg (bli.Al/PVC/PVDc);7,76;100;mg
C01BC04;36573;;FLEKAINID SANDOZ 50 mg tablety;tbl 30x50 mg (bli.Al/PVC/PVDc);10,22;100;mg
B05AA01;1229A;;Flexbumin 200 g/ l;sol inf 1x100 ml (vak PE);63,09;20;g
R01AD08;18411;;Flixonase Aqueous Nasal Spray;aer nau 1x120 dávok (fľ.skl.s rozprašovačom);4,94;0,2;mg
R01AD08;6513;;Flixonase Nasal Drops;int nas 28(4x7)x400 µg (obal PE jednodávkový);13,22;0,2;mg
R03BA05;13973;;Flixotide 125 Inhaler N;sus inh 1x120 dávok (nád.tlak.Al);15,31;0,6;mg
R03BA05;13975;;Flixotide 250 Inhaler N;sus inh 1x120 dávok (nád.tlak.Al);22,88;0,6;mg
R03BA05;13971;;Flixotide 50 Inhaler N;sus inh 1x120 dávok (nád.tlak.Al);7,5;0,6;mg
R03BA05;27957;;Flixotide Diskus 100 µg;plv inh 1x60 dávok (blis.+inhalátor);7,33;0,6;mg
R03BA05;27959;;Flixotide Diskus 250 µg;plv inh 1x60 dávok (blis.+inhalátor);13,56;0,6;mg
R03BA05;27961;;Flixotide Diskus 500 µg;plv inh 1x60 dávok (blis.+inhalátor);22,36;0,6;mg
R06AX13;88734;X;FLONIDAN 10 mg;tbl 10x10 mg;1,75;10;mg
R06AX13;53639;X;FLONIDAN 10 mg;tbl 30x10 mg;3,83;10;mg
R06AX13;37422;X;FLONIDAN SOLUTAB 10 mg;tbl oro 30x10 mg;3,43;10;mg
N05AF01;31298;;Fluanxol Depot 20 mg;sol inj 10x1 ml (amp.skl.);15,37;4;mg
J02AC01;92006;X;Fluco Sandoz 100 mg;cps dur 28x100 mg (blis.PVC/PVDC/Al);28,87;0,2;g
J02AC01;92012;X;Fluco Sandoz 150 mg;cps dur 1x150 mg (blis.PVC/PVDC/Al);1,54;1;DF
J02AC01;92014;X;Fluco Sandoz 150 mg;cps dur 2x150 mg (blis.PVC/PVDC/Al);4,14;1;DF
J02AC01;92015;X;Fluco Sandoz 150 mg;cps dur 4x150 mg (blis.PVC/PVDC/Al);2,77;1;DF
J02AC01;92018;X;Fluco Sandoz 50 mg;cps dur 7x50 mg (blis.PVC/PVDC/Al);2,54;0,2;g
J02AC01;8475D;X;Fluconazole Vitabalans 150 mg tablety;tbl 4x150 mg (blis. PVC/Al);2,77;1;DF
L01BB05;58897;X;Fludara oral;tbl flm 15x10 mg (blis.PA/Al/PP);368,84;80;mg
L01BB05;52466;;Fludarabin Ebewe 25 mg/ ml injekčný alebo infúzny koncentrát;con ijf 1x2 ml/50 mg (liek.inj.skl.);90,46;1;mg
J07BB03;6372B;;Fluenz Tetra nosová suspenzná aerodisperzia;aer nau 10x0,2 ml (aplik.nos.jedn.skl.);233,54;0,2;ml
M01AE09;25110;X;Flugalin 50 mg;tbl obd 30x50 mg (blis.PVC/Al);2,94;0,2;g
V03AB25;53544;;Flumazenil Pharmaselect 0,1 mg/ ml;sol ifc 5x5 ml/0,5 mg;59,59;1;ml
G01AC05;23402;;Fluomizin 10 mg vaginálne tablety;tbl vag 6x10 mg (blis. PVC/PE/PVDC/Al);9,38;10;mg
L01BC02;5194;;Fluorouracil Accord 50 mg/ml injekčný a infúzny roztok;sol ijf 1x100 ml/5 g (liek.inj.skl.);15,73;10;mg
L01BC02;5193;;Fluorouracil Accord 50 mg/ml injekčný a infúzny roztok;sol ijf 1x20 ml/1 g (liek.inj.skl.);4,4;10;mg
N06AB03;8206;;Fluoxetine Vitabalans 20 mg filmom obalené tablety;tbl flm 100x20 mg (blis.PVC/Al);7,06;20;mg
N06AB03;8202;X;Fluoxetine Vitabalans 20 mg filmom obalené tablety;tbl flm 10x20 mg (blis.PVC/Al);1,89;20;mg
N06AB03;8204;X;Fluoxetine Vitabalans 20 mg filmom obalené tablety;tbl flm 30x20 mg (blis.PVC/Al);2,91;20;mg
R03AK11;2174A;;Flutiform 125 mikrogramov/5 mikrogramov;sus inh 1x120 dávok (nád.tlak.Al);33,96;4;DF
R03AK11;2175A;;Flutiform 250 mikrogramov/10 mikrogramov;sus inh 1x120 dávok (nád.tlak.Al);51;4;DF
G04CA02;95887;X;Fokusin;cps mdd 90x0,4 mg (blis. PVC/PVDC/Al);12,08;0,4;mg
G04BD08;2664C;X;FOLINAR 10 mg filmom obalené tablety;tbl flm 100x10 mg (blis.PVC/PVDC/Al);24,07;5;mg
R03AC13;97305;;FORMANO;plv icd 60x12 µg+1x inhalátor (blis.PVC/PVDC);13,85;24;µg
R03AC13;95077;;Formoterol Easyhaler;plv inh 1x120 dávok (inhalátor plast.);33,52;24;µg
R03AC13;41312;;Formoterol-ratiopharm 12 µg;plv icd 60x12 µg+1x inhalátor (blis.PVC/PVDC/Al);13,84;24;µg
R03AC13;42979;;Formovent 12 µg;plv icd 60x12 µg+1x inhalátor (blis.PVC/PVDC);13,84;24;µg
A06AD10;69482;;Fortrans;plv por 4 (vre.papier/PE/PV);9,03;4;DF
A10BK01;3303A;X;Forxiga 10 mg filmom obalené tablety;tbl flm 28x10 mg (blis.Al/Al-kalend.bal);39,53;10;mg
A10BK01;3304A;X;Forxiga 10 mg filmom obalené tablety;tbl flm 98x10 mg (blis.Al/Al-kalend.bal);139,16;10;mg
C09AA09;93597;X;Fosinopril-Teva 20 mg;tbl 30x20 mg (blis.PVC/PVDC/Al);4,12;15;mg
V03AE03;36379;X;Fosrenol 500 mg žuvacie tablety;tbl mnd 90(2x45)x500 mg (fľ.HDPE-multi bal.);139,26;2,25;g
V03AE03;36386;X;Fosrenol 750 mg žuvacie tablety;tbl mnd 90(6x15)x750 mg (fľ.HDPE-multi bal.);195,55;2,25;g
R03AK08;38996;;Foster;sol inh 1x180 dávok (obal Al tlakový);41,44;4;DF
R03AK08;6414B;;Foster 200/6 mikrogramov/dávka;sol inh 1x180 dávok (obal Al tlakový);41,93;4;DF
R03AK08;1224D;;Foster Nexthaler;plv inh 1x180 dávok (inhalátor PET/Al/PE viacdávkový);44,53;3;DF
R03AK08;6409B;;Foster Nexthaler 200/6 mikrogramov/dávka;plv inh 1x120 dávok (inhalátor plast.);37,21;4;DF
G03GA04;14587;;FOSTIMON HP 75 IU;plv iol 10x75 IU+10x1 ml solv. (liek.inj.skl.+amp.skl.);125,03;75;UT
B01AB04;14829;;FRAGMIN 10000 IU (anti-Xa)/0,4 ml;sol inj 10x0,4 ml (striek.inj.napl.jednor.);62,81;3;KU
B01AB04;14832;;FRAGMIN 12500 IU (anti-Xa)/0,5 ml;sol inj 10x0,5 ml (striek.inj.napl.jednor.);77,79;3;KU
B01AB04;14835;;FRAGMIN 15000 IU (anti-Xa)/0,6 ml;sol inj 10x0,6 ml (striek.inj.napl.jednor.);90,31;3;KU
B01AB04;14838;;FRAGMIN 18000 IU (anti-Xa)/0,72 ml;sol inj 10x0,72 ml (striek.inj.napl.jednor.);110,67;3;KU
B01AB04;14814;;FRAGMIN 2500 IU (anti-Xa)/0,2 ml;sol inj 10x0,2 ml (striek.inj.napl.jednor.);19,39;3;KU
B01AB04;14817;;FRAGMIN 5000 IU (anti-Xa)/0,2 ml;sol inj 10x0,2 ml (striek.inj.napl.jednor.);29,55;3;KU
B01AB04;14825;;FRAGMIN 7500 IU (anti-Xa)/0,3 ml;sol inj 10x0,3 ml (striek.inj.napl.jednor.);42,9;3;KU
D06AX;1063;;FRAMYKOIN;plv ads 1x20 g (nád.PE);5,22;1;g
D06AX;44894;;FRAMYKOIN;plv ads 1x5 g (nád.PE);1,99;1;g
D06AX;1066;;FRAMYKOIN;ung der 1x10 g (tuba Al);2,34;1;g
B01AB06;96970;;Fraxiparine 2 850 IU (anti Xa)/0,3 ml;sol inj 10x0,3 ml/2,85 KU (striek.inj.skl.napl.);16,43;3;KU
B01AB06;97858;;Fraxiparine 3 800 IU (anti Xa)/0,4 ml;sol inj 10x0,4 ml/3,8 KU (striek.inj.skl.napl.);19,23;3;KU
B01AB06;96986;;Fraxiparine 5 700 IU (anti Xa)/0,6 ml;sol inj 10x0,6 ml/5,7 KU (striek.inj.skl.napl.);28,23;3;KU
B01AB06;62402;;Fraxiparine 7 600 IU (anti Xa)/0,8 ml;sol inj 10x0,8 ml/7,6 KU (striek.inj.skl.napl.);38,36;3;KU
B01AB06;96988;;Fraxiparine 9 500 IU (anti-Xa)/1 ml;sol inj 10x1 ml/9,5 KU (striek.inj.skl.napl.);50,42;3;KU
B01AB06;59806;;Fraxiparine Forte 11 400 IU (anti-Xa)/0,6 ml;sol inj 10x0,6 ml/11,4 KU (striek.inj.skl.napl.);66,5;3;KU
B01AB06;59808;;Fraxiparine Forte 15 200 IU (anti-Xa)/0,8 ml;sol inj 10x0,8 ml/15,2 KU (striek.inj.skl.napl.);83,35;3;KU
B01AB06;59810;;Fraxiparine Forte 19 000 IU (anti-Xa)/1 ml;sol inj 10x1,0 ml/19 KU (striek.inj.skl.napl.);107,48;3;KU
J01FA09;53282;X;FROMILID 250;tbl flm 14x250 mg (blis.PVC/PVDC/Al);4,11;0,5;g
J01FA09;53283;X;FROMILID 500;tbl flm 14x500 mg (blis.PVC/PVDC/Al);6,23;0,5;g
J01FA09;40208;X;Fromilid uno;tbl mod 14x500 mg (blis.PVC/PVDC/Al);9,96;0,5;g
J01FA09;40206;X;Fromilid uno;tbl mod 7x500 mg (blis.PVC/PVDC/Al);5,9;0,5;g
N05BA12;14594;X;Frontin 0,25 mg;tbl 30x0,25 mg (liek.skl.hnedá);1,21;1;mg
N05BA12;14596;X;Frontin 0,5 mg;tbl 30x0,5 mg (liek.skl.hnedá);1,83;1;mg
N05BA12;14598;X;Frontin 1 mg;tbl 30x1 mg (liek.skl.hnedá);3,09;1;mg
N02CC07;40032;X;Frovamen;tbl flm 6x2,5 mg (bli.);18,98;2,5;mg
D07CC01;89014;;FUCICORT;crm der 1x15 g (tuba Al);5,07;1;g
D07CA01;707;;Fucidin H;crm der 1x15 g (tuba Al);4,97;1;g
D06AX01;84492;;Fucidin krém;crm der 1x15 g (tuba Al);2,75;1;g
D06AX01;88746;;Fucidin masť;ung der 1x15 g (tuba Al);2,78;1;g
R03AK06;9683A;;FULLHALE 25 mikrogramov/125 mikrogramov/dávka inhalačná suspenzia v tlakovom obale;sus inh 1x120 dávok (nád.tlak.Al);20,01;4;DF
R03AK06;9684A;;FULLHALE 25 mikrogramov/250 mikrogramov/dávka inhalačná suspenzia v tlakovom obale;sus inh 1x120 dávok (nád.tlak.Al);24,62;4;DF
L03AA13;9996C;;Fulphila 6 mg injekčný roztok naplnený v injekčnej striekačke;sol inj 1x0,6 ml/6 mg (striek.inj.napl.skl. s chráničom ihly);310,72;0,3;mg
L02BA03;0761D;;Fulvestrant Accord 250 mg injekčný roztok naplnený v injekčnej striekačke;sol iru 2x250 mg/5 ml (striek.inj.napl.+2 ihly);217,39;16,6;mg
L02BA03;1121D;;Fulvestrant EVER Pharma 250 mg injekčný roztok naplnený v injekčnej striekačke;sol iru 1x5 ml (striek.inj.skl.napl.+1 ihla);141,96;16,6;mg
L02BA03;1122D;;Fulvestrant EVER Pharma 250 mg injekčný roztok naplnený v injekčnej striekačke;sol iru 2x5 ml (striek.inj.skl.napl.+2 ihly);283,91;16,6;mg
L02BA03;1123D;;Fulvestrant EVER Pharma 250 mg injekčný roztok naplnený v injekčnej striekačke;sol iru 6(3x2)x5 ml (striek.inj.skl.napl.-zväzkové bal.);851,73;16,6;mg
L02BA03;5610D;;Fulvestrant Fresenius Kabi 250 mg;sol iru 2x5 ml/250 mg (striek.inj.napl.+2 ihly);239,63;16,6;mg
L02BA03;7040C;;Fulvestrant Mylan 250 mg injekčný roztok v naplnenej injekčnej striekačke;sol inj 1x5 ml/250 mg (striek.inj.napl.skl. + 1 bezp.ihla);108,7;16,6;mg
L02BA03;5831B;;Fulvestrant Sandoz 250 mg;sol iru 1x5 ml/250 mg (striek.inj.napl.+1 ihla);108,7;16,6;mg
L02BA03;2089D;;Fulvestrant STADA 250 mg;sol iru 1x250 mg/5 ml (striek.skl.naplnená+1x ihla);108,7;16,6;mg
L02BA03;8901B;;Fulvestrant Teva 250 mg;sol iru 1x5 ml/250 mg (striek.inj.napl.+ihla);108,7;16,6;mg
L02BA03;5869D;;Fulvestrant Vipharm 250 mg;sol iru 1x5 ml/250 mg (striek.inj.skl.napl.+1ihla);108,7;16,6;mg
D01AA01;1069;;Fungicidin Léčiva;ung 1x10 g (tuba Al);2,55;1;g
J02AC01;33774;X;Fungolon 100 mg;cps 8x100 mg (blis.Al/PVC);8,25;0,2;g
J02AC01;31783;X;Fungolon 50 mg;cps 8x50 mg (blis.Al/PVC);4,65;0,2;g
C03CA01;98219;X;FURON 40 mg;tbl 50x40 mg (blis.PVC/Al);1,94;40;mg
C03CA01;56812;X;FURORESE 250;tbl 100x250 mg;19,56;40;mg
C03CA01;56811;X;FURORESE 250;tbl 50x250 mg;10,31;40;mg
C03CA01;9809C;X;Furosemid Xantis 40 mg;tbl 50x40 mg (blis.PVC/PVDC/Al);1,62;40;mg
C03CA01;2079;X;Furosemid-Slovakofarma;tbl 20x40 mg (blis.PVC/Al);0,91;40;mg
C03CA01;3629C;X;Furosemid-Slovakofarma;tbl 50x40 mg (blis.PVC/Al);1,94;40;mg
C03CA01;2785;X;Furosemid-Slovakofarma forte;tbl 10x250 mg (blis.PVC/Al);2,62;40;mg
C03CA01;90108;X;Furosemid-Slovakofarma forte;tbl 50x250 mg (blis.PVC/Al);10,31;40;mg
N03AX22;1365C;;Fycompa 0,5 mg/ml perorálna suspenzia;sus por 1x340 ml/170 mg (fľ.PET);77,59;8;mg
N03AX22;2249A;X;Fycompa 2 mg filmom obalované tablety;tbl flm 7x2 mg (blis.PVC/Al);12,81;8;mg
N03AX22;2251A;X;Fycompa 4 mg filmom obalené tablety;tbl flm 28x4 mg (blis.PVC/Al);75,36;8;mg
N03AX22;2254A;X;Fycompa 6 mg filmom obalené tablety;tbl flm 28x6 mg (blis.PVC/Al);83,31;8;mg
N03AX22;2257A;X;Fycompa 8 mg filmom obalené tablety;tbl flm 28x8 mg (blis.PVC/Al);90,11;8;mg
N03AX12;47416;X;Gabagamma 300;cps dur 200(2x100)x300 mg (blis.PVC/Al);24,52;1,8;g
N03AX12;47414;X;Gabagamma 300;cps dur 50x300 mg (blis.PVC/Al);9,31;1,8;g
N03AX12;47422;X;Gabagamma 400;cps dur 200(2x100)x400 mg (blis.PVC/Al);32,72;1,8;g
N03AX12;47420;X;Gabagamma 400;cps dur 50x400 mg (blis.PVC/Al);13,07;1,8;g
N03AX12;65367;X;Gabagamma 600 filmom obalené tablety;tbl flm 200x600 mg (blis.PVC/Al);49,13;1,8;g
N03AX12;65365;X;Gabagamma 600 filmom obalené tablety;tbl flm 50x600 mg (blis.PVC/Al);15,26;1,8;g
N03AX12;65376;X;Gabagamma 800 filmom obalené tablety;tbl flm 200x800 mg (blis.PVC/Al);72,8;1,8;g
N03AX12;65370;X;Gabagamma 800 filmom obalené tablety;tbl flm 50x800 mg (blis.PVC/Al);21,2;1,8;g
N03AX12;7620D;X;Gabapentin Glenmark 100 mg tvrdé kapsuly;cps dur 100x100 mg (blis.PVC/PVDC/Al);6,23;1,8;g
N03AX12;7643D;X;Gabapentin Glenmark 300 mg tvrdé kapsuly;cps dur 200x300 mg (blis.PVC/PVDC/Al);24,53;1,8;g
N03AX12;7636D;X;Gabapentin Glenmark 300 mg tvrdé kapsuly;cps dur 50x300 mg (blis.PVC/PVDC/Al);6,13;1,8;g
N03AX12;7662D;X;Gabapentin Glenmark 400 mg tvrdé kapsuly;cps dur 200x400 mg (blis.PVC/PVDC/Al);32,72;1,8;g
N03AX12;7655D;X;Gabapentin Glenmark 400 mg tvrdé kapsuly;cps dur 50x400 mg (blis.PVC/PVDC/Al);10,33;1,8;g
N03AX12;8246D;X;Gabapentin Glenmark 600 mg filmom obalené tablety;tbl flm 200x600 mg (blis.PVC/PVDC/Al);49,13;1,8;g
N03AX12;8239D;X;Gabapentin Glenmark 600 mg filmom obalené tablety;tbl flm 50x600 mg (blis.PVC/PVDC/Al);13,73;1,8;g
N03AX12;2612C;X;Gabapentin Teva Slovakia 600 mg;tbl flm 50x600 mg (blis.PVC/PE/PVDC/PE/PVC/Al);13,73;1,8;g
N03AX12;2336;X;Gabapentin Vipharm 300 mg tvrdé kapsuly;cps dur 200x300 mg (blis.PVC/PVDC/Al);24,53;1,8;g
N03AX12;2347;X;Gabapentin Vipharm 400 mg tvrdé kapsuly;cps dur 200x400 mg (blis.PVC/PVDC/Al);32,72;1,8;g
N03AX12;91364;X;Gabapentin-Teva 100 mg;cps dur 100x100 mg (blis.PVC/PVDC/Al);6,23;1,8;g
N03AX12;91376;X;Gabapentin-Teva 300 mg;cps dur 200(2x100)x300 mg (blis.PVC/PVDC/Al);24,53;1,8;g
N03AX12;91373;X;Gabapentin-Teva 300 mg;cps dur 50x300 mg (blis.PVC/PVDC/Al);6,13;1,8;g
N03AX12;91386;X;Gabapentin-Teva 400 mg;cps dur 200(2x100)x400 mg (blis.PVC/PVDC/Al);32,76;1,8;g
N03AX12;91383;X;Gabapentin-Teva 400 mg;cps dur 50x400 mg (blis.PVC/PVDC/Al);11,49;1,8;g
V08CA09;3134;;Gadovist 1,0 mmol/ ml;sol iru 5x7,5 ml (striek.inj.napl.skl.);215,13;15;ml
